frontpage,news,tech,local,opinion,on_air,misc,weather,msn_news,health,living,business,msn_sports,sports,summary,bbs,travel
5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,1,2,1,4,5,0,0,0,1,0,0,0,7,0,0
0,0,0,0,0,0,2,0,1,0,0,0,4,2,0,0,0
8,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0
3,2,1,3,1,0,3,2,0,2,0,0,0,0,0,0,0
0,1,2,2,1,1,1,0,2,0,2,1,0,1,1,0,0
1,0,0,3,0,1,2,0,0,0,2,0,0,1,0,0,0
4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0
2,3,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0
4,1,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0
0,0,0,0,2,4,2,0,0,0,1,0,0,0,5,0,0
2,4,0,0,0,4,5,0,0,6,0,0,0,0,1,0,0
4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2
9,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0
0,2,1,0,0,1,0,1,0,0,2,0,0,2,0,0,1
4,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0
6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5,3,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0
3,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0
2,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,1,2,0,0,1,0,1,0,1,1,0,0
5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
4,0,1,0,0,2,0,0,4,2,1,1,0,0,0,0,0
0,3,0,0,1,1,0,0,0,2,1,2,0,0,0,0,0
5,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
10,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0
6,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0
5,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0,5,0,2,0,0,0,0,0,0
5,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0
11,5,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0
5,0,4,0,0,4,5,0,0,1,0,0,0,0,0,0,0
7,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,1
4,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
0,2,0,1,0,0,0,0,2,0,1,3,0,0,0,0,0
0,1,1,3,0,1,3,0,0,0,0,1,0,0,0,0,0
1,2,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0
0,3,0,2,0,0,2,0,0,0,0,3,0,2,0,0,0
3,5,0,3,0,1,2,1,0,2,0,1,0,0,0,0,0
5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
6,2,0,3,0,0,3,0,0,0,0,1,0,2,0,0,1
5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,2,0,2,0,0,4,0,0,0,2,0,0
3,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0
0,4,0,3,0,2,2,0,0,2,3,1,0,0,0,0,0
7,1,0,0,0,3,0,0,0,0,2,0,0,3,1,0,1
5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,6,0,0,6,0,0,0,0,1,0,0,0,0,0
6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0
5,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0
6,2,0,28,0,0,28,0,0,0,1,0,0,0,0,0,0
6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,1,2,0,0,4,0,1,0,0,1
5,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
3,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,3,3,0,3,0,0,0,0,0,0,0,0
0,0,1,0,0,4,2,0,0,0,0,0,0,0,2,0,0
0,0,0,4,0,0,2,0,0,0,1,1,1,0,0,0,0
2,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0
4,8,3,2,4,4,3,2,0,4,3,2,0,3,6,0,0
0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1
5,3,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0
7,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7,3,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0,6,5,1,0,0,0,0,1,2,0,0,0
7,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1
3,3,2,1,1,1,0,0,0,3,2,2,0,1,0,0,1
3,4,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,5,3,0,0,0
5,5,3,2,2,3,1,1,0,4,2,10,0,3,4,1,3
4,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0
1,2,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0
0,0,2,0,1,1,0,1,4,0,0,0,0,0,0,0,0
0,0,0,9,0,2,0,7,0,0,0,0,1,1,0,0,0
5,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
4,0,0,0,0,0,0,1,5,0,0,0,1,1,0,0,0
1,1,0,2,0,1,4,1,3,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0
3,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0
1,1,1,0,0,2,0,0,3,0,0,0,1,1,0,0,0
2,3,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0
0,0,1,0,0,1,0,2,2,0,0,2,2,0,0,0,0
6,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0
8,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0
4,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
7,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
5,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0
5,2,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0
2,1,1,0,0,3,0,4,0,0,0,0,0,0,1,0,0
0,4,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0
6,1,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0
1,2,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0
3,4,0,1,0,7,1,0,0,4,0,0,0,0,0,0,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0
6,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,2,3,1,0,0,0
0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0
0,1,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,3,1,0,0,1,0,1,0,0,0
1,2,0,1,0,4,0,0,1,0,0,1,0,0,1,0,0
0,2,0,1,1,0,0,0,2,0,1,2,2,0,1,0,0
3,2,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0
0,2,0,0,1,1,0,0,0,1,0,0,0,0,4,0,0
0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,0
1,2,0,0,1,1,0,0,0,2,1,0,0,0,2,0,0
4,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0
29,0,0,15,14,2,14,0,4,2,0,3,0,0,0,0,0
6,1,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0
7,2,0,0,0,2,1,0,0,0,1,0,0,3,0,0,0
14,4,0,3,0,1,0,1,0,0,1,1,0,4,0,0,0
2,3,0,1,1,1,0,0,0,0,1,0,0,2,2,0,0
5,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0
5,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,2,0,0,4,0,0,7,0,2,0,0,0,0,0
16,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,2,1,0,0,0,0,0,1,1,0,0,3,0,0,0
4,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0
11,3,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0
1,3,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0
5,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
8,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
3,1,2,0,0,0,0,1,0,0,0,3,0,1,0,0,0
3,1,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0
9,0,1,4,0,0,3,0,0,0,1,2,0,0,0,0,0
4,2,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0
6,1,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0
3,3,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10,2,0,3,0,0,3,0,0,0,0,1,0,3,0,0,0
11,3,2,2,0,3,1,0,0,4,4,2,0,0,0,0,0
4,1,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0
6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
6,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,0,0,1,4,0,0,0,0,1,0,0,0,2,0,0
5,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0
5,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
13,6,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0
5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10,6,0,2,0,1,0,0,0,0,1,2,0,0,0,0,1
2,1,1,0,1,0,1,0,0,1,0,0,0,0,4,0,0
2,4,0,2,0,2,0,1,0,1,0,2,0,1,0,0,0
5,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0
6,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
0,1,2,1,0,1,0,0,2,0,0,2,0,0,0,0,0
3,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0
0,2,2,1,0,1,1,0,3,1,1,1,0,0,0,0,0
5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0
9,6,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0
8,0,0,3,0,0,4,0,0,0,0,0,0,1,0,0,0
2,2,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0
3,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0
13,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0
0,0,0,2,0,3,0,0,2,4,0,0,0,0,0,0,0
5,2,3,0,1,2,1,0,0,0,0,0,0,1,1,0,0
3,6,0,1,0,0,1,1,0,0,0,2,0,4,0,0,0
0,0,0,11,0,0,9,0,2,0,0,0,0,0,0,0,0
3,2,1,0,0,0,0,1,0,0,0,3,0,3,1,0,1
7,0,0,0,1,2,0,0,0,1,2,1,0,0,0,0,0
2,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,0,2,0,0,1,0,0,2,1,1,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
0,2,3,1,2,1,0,0,0,0,1,1,0,0,2,0,0
10,3,1,0,0,1,1,0,0,1,0,0,0,6,0,0,0
5,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
3,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0
4,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0
10,6,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0
6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0
4,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0
5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
6,1,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0
10,6,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0
6,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,3,1,1,3,2,1,0,0,2,0,1,0,0,0,0,0
0,1,0,2,0,1,3,1,2,1,0,0,0,0,0,0,0
1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0
0,3,1,5,0,1,2,0,0,6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
4,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
3,3,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2,3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,3,0,0,5,0,0
7,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0
4,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0,3,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
9,0,0,0,0,3,0,0,2,4,0,2,0,0,0,0,0
2,4,1,0,1,2,1,1,0,1,1,1,0,1,2,0,0
6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,1,0,6,5,0,3,0,1,3,0,0,0,0,0
1,0,1,1,0,0,3,0,2,0,0,0,0,2,0,0,0
3,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0
0,2,0,0,1,1,0,0,3,0,2,1,0,0,0,0,0
1,4,0,6,0,5,6,0,0,1,0,2,0,1,1,0,0
4,8,2,5,1,5,5,4,0,3,6,5,0,1,3,0,1
14,3,0,8,0,0,0,0,0,0,2,0,0,0,0,0,1
4,0,2,0,0,0,0,0,0,2,2,3,0,1,0,0,0
4,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0
5,5,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0
2,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
4,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
16,8,0,2,0,2,1,0,0,2,0,2,0,3,0,0,0
5,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0
5,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
1,1,2,3,0,1,3,0,0,3,1,1,0,0,0,0,0
3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,2,4,1,0,2,0,0,7,1,1,0,3,0,0,1
5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,1,1,0,1,6,0,0
5,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
7,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0
5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,2,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0
4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6,2,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0
6,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2,1,0,4,0,0,3,1,0,1,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
0,2,0,2,0,0,1,0,0,1,2,0,0,0,1,0,0
2,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0
4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,4,3,0,0,1,0,1,0,0,0,0,0
0,0,0,13,0,0,13,1,2,0,0,0,0,0,0,0,0
6,6,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
7,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
12,3,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
5,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
5,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
0,3,0,3,0,0,2,0,0,1,1,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3,4,3,1,3,4,1,2,0,3,3,3,0,2,2,1,1
0,1,0,0,0,1,0,4,0,0,1,2,0,0,0,0,0
5,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,1
0,0,0,6,0,0,6,1,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0
8,3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
24,1,9,3,0,4,3,0,0,2,0,7,0,12,0,0,0
1,3,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0
0,4,2,3,0,2,1,1,0,0,0,1,0,0,0,0,0
0,2,1,1,2,1,0,0,3,0,0,1,0,0,0,0,0
5,0,1,0,0,2,2,0,0,0,2,2,0,0,0,0,1
0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,4
1,3,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0
0,0,0,4,0,0,2,3,0,0,0,0,0,0,0,0,0
1,4,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
4,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5,0,0,1,0,3,2,0,0,3,0,3,0,1,1,0,0
3,4,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0
3,0,0,4,0,0,5,2,0,0,0,0,0,0,0,0,0
45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0
6,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0
5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,2,0,1,2,0,2,0,0,0
8,2,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1
1,6,1,0,1,2,1,1,0,1,1,1,0,1,3,0,0
0,0,0,4,0,2,2,1,1,1,0,1,0,0,3,0,0
5,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,1,1,3,0,0,1,2,1,0,0,0,1,0,0
0,4,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2,0,0,1,0,4,4,0,0,1,2,0,0,0,0,0,1
4,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,3,0,0,0,0,0,2,2,1,0,0
9,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1
3,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,2,1,2,3,0,1,3,0,1,0,0,0
4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,0,0,1,0,0,3,0,0,2,0,0,0,0,0
3,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0
4,3,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
0,3,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1
2,0,0,0,3,1,2,0,5,0,0,0,0,0,0,0,0
1,1,0,3,0,1,3,0,0,1,0,0,0,0,0,0,0
3,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0
5,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1
6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,2,0,0,3,0,3,0,0,0,0,1,0,0,0
0,0,2,2,0,2,1,0,3,0,0,0,0,0,0,0,0
5,1,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0
4,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0
5,4,2,1,0,1,1,0,0,3,1,2,0,0,0,0,0
1,2,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0
0,3,0,3,1,0,2,0,0,2,0,0,0,0,0,0,0
6,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,0
13,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0
7,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,1,0,1,2,2,0,0,0,0,2,0,0,0,0,0
6,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4,1,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0
4,1,2,2,1,0,0,0,0,1,1,0,0,1,0,0,0
3,3,2,0,0,2,2,0,0,0,0,1,1,1,0,0,0
1,2,0,0,2,3,1,0,0,2,0,0,0,0,1,0,0
2,1,0,3,0,1,2,0,0,2,2,1,0,0,0,0,1
7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0
3,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
1,1,0,9,0,5,9,0,0,0,1,0,0,0,0,0,0
3,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0
7,2,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0
3,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0
5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0
2,5,1,0,1,2,1,1,0,1,1,1,0,1,2,0,0
1,4,2,4,0,3,2,11,2,1,0,1,1,1,1,0,0
1,4,1,0,1,2,1,1,0,1,1,1,0,1,2,0,0
0,0,0,3,0,2,3,1,0,1,0,0,0,0,0,0,0
3,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1
4,2,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0
5,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0,2,2,0,1,2,0,1,0,3,2,0,0,0,0,0,1
1,1,2,1,1,1,0,0,2,0,0,1,0,0,0,0,0
0,0,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0
0,1,0,7,0,1,6,0,0,0,0,0,0,0,0,0,0
4,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,2
2,0,0,2,0,1,2,0,6,0,0,0,0,0,1,0,0
0,0,0,4,0,0,5,4,2,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,3
0,3,0,4,0,1,2,3,1,0,0,0,0,1,0,0,0
1,1,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0
3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
6,2,0,6,2,4,3,1,2,0,0,0,0,0,0,0,0
5,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0
4,1,0,0,1,3,3,0,0,0,0,2,0,0,1,0,0
6,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0
3,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3,1,0,11,0,0,8,0,0,0,0,1,0,0,0,0,0
1,2,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0
2,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0
0,1,0,3,0,1,4,0,1,0,0,0,1,0,0,0,0
0,1,0,2,0,0,7,0,10,0,0,0,0,0,0,0,0
7,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0
2,3,0,7,0,1,7,0,1,0,1,0,0,0,0,0,0
4,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0
3,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4,3,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0
8,1,4,4,0,0,0,0,0,4,0,0,0,0,2,0,0
4,4,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0
0,0,0,1,4,3,2,0,0,0,2,1,0,0,8,0,0
0,2,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0
4,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
19,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0
3,5,0,0,0,0,0,0,0,0,1,9,0,4,0,0,0
1,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
7,2,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0
10,4,0,3,0,0,2,0,0,0,0,0,0,4,0,0,0
4,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0
2,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0
6,3,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0
5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1,1,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0
7,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0
6,1,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0
6,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1
1,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
5,1,1,0,1,1,1,0,0,0,1,1,0,0,3,0,0
5,4,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0
0,1,0,0,2,0,3,0,0,6,1,1,0,0,1,0,0
2,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,3,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0
0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0
5,1,0,1,0,4,2,0,0,0,1,0,0,0,0,0,0
1,2,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0
0,0,1,2,0,1,0,3,7,0,0,0,2,0,0,0,0
5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
